"globally unique ID","sample name","analysis/data type","environmental package","sample linkage","broad-scale environmental context","local environmental context","environmental medium","ecosystem","ecosystem_category","ecosystem_type","ecosystem_subtype","specific_ecosystem","slope aspect","history/agrochemical additions","extreme_unusual_properties/Al saturation","extreme_unusual_properties/Al saturation method","mean annual precipitation","mean annual temperature","history/crop rotation","current land use","current vegetation","current vegetation method","drainage classification","experimental factor","history/extreme events","soil_taxonomic/FAO classification","history/fire","history/flooding","extreme_unusual_properties/heavy metals","extreme_unusual_properties/heavy metals method","horizon method","link to classification information","link to climate information","soil_taxonomic/local classification","soil_taxonomic/local classification method","miscellaneous parameter","oxygenation status of sample","history/previous land use method","history/previous land use","profile position","mean seasonal precipitation","mean seasonal temperature","slope gradient","soil horizon","soil texture measurement","soil texture method","soil type","soil type method","temperature","history/tillage","water content","water content method","pH method","microbial biomass","microbial biomass method","carbon/nitrogen ratio","organic matter","organic nitrogen","total carbon","total nitrogen content","total nitrogen content method","total organic carbon","total organic carbon method","total phosphorus","phosphate","salinity","salinity method","growth facility","storage conditions","collection date","geographic location (country and/or sea,region)","geographic location (latitude and longitude)","elevation","sample storage temperature","composite design/sieving","size-fraction lower threshold","depth, meters","size-fraction upper threshold","sample material processing","biotic regimen","sample collection device","sample collection method","air temperature regimen","chemical administration","amount or size of sample collected","climate environment","gaseous environment","humidity regimen","observed biotic relationship","relationship to oxygen","light regimen","watering regimen","altitude","pH","calcium","magnesium","potassium","total nitrogen concentration","lime buffer capacity (at 30 minutes)","lime buffer capacity (after 5 day incubation)","manganese","zinc","ammonium nitrogen","nitrate nitrogen","nitrite nitrogen"
Bio-Scales:3f8322b3-26cc-46eb-9078-238a12388147,BESC-133-CL1_28_16_76,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-07","USA: Oregon, Clatskanie","46.121307 -123.269236","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.07,"2219.35 mg/kg","379.527 mg/kg","441.338 mg/kg","0.419 Percent","1252 ppm","3630.8 ppm","34.6609 mg/kg","5.5536 mg/kg","10.599 mg/kg","27.6905 mg/kg","0 mg/kg"
Bio-Scales:8c2cedf6-e93a-4d67-a2d7-1c43bdde4979,BESC-133-CL2_62_7_103,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-09","USA: Oregon, Clatskanie","46.121519 -123.270589","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.21,"2459.23 mg/kg","476.143 mg/kg","223.981 mg/kg","0.752 Percent","1347 ppm","3906.3 ppm","37.9868 mg/kg","13.3917 mg/kg","17.49 mg/kg","28.0405 mg/kg","0 mg/kg"
Bio-Scales:983116ce-a573-4fdd-bfbd-4a509a81c2e0,BESC-133-CL3_93_10_122,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-10","USA: Oregon, Clatskanie","46.121447 -123.2718","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.13,"2846.2 mg/kg","584.535 mg/kg","293.535 mg/kg","0.275 Percent","907 ppm","2630.3 ppm","47.9096 mg/kg","12.4877 mg/kg","7.2585 mg/kg","24.361 mg/kg","0.565 mg/kg"
Bio-Scales:d8284aff-d30e-4850-92a3-56d5a597b3a9,BESC-133-CO1_27_3_17,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-02","USA: Oregon, Corvallis","44.588014 -123.194065","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,7,"2625.84 mg/kg","536.746 mg/kg","168.928 mg/kg","0.366 Percent","713 ppm","2067.7 ppm","56.4224 mg/kg","4.429 mg/kg","3.8115 mg/kg","0.4135 mg/kg","0 mg/kg"
Bio-Scales:06687623-9797-4e5b-a038-6a6cb51895f8,BESC-133-CO1_27_3_18,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-02","USA: Oregon, Corvallis","44.588014 -123.194065","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,7.07,"2689.35 mg/kg","575.398 mg/kg","171.439 mg/kg","0.323 Percent","709 ppm","2056.1 ppm","56.1875 mg/kg","6.3205 mg/kg","4.1305 mg/kg","0.516 mg/kg","0 mg/kg"
Bio-Scales:d5571e0e-0f95-4a9b-a922-508dfe76460c,BESC-133-CO2_50_25_38,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-05","USA: Oregon, Corvallis","44.587694 -123.193368","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,7.18,"1860.34 mg/kg","337.385 mg/kg","499.004 mg/kg","0.081 Percent","378 ppm","1096.2 ppm","16.0681 mg/kg","4.2715 mg/kg","2.998 mg/kg","0.318 mg/kg","0 mg/kg"
Bio-Scales:b26b61c0-3553-4008-ae2c-6f5d881962e5,BESC-133-CO3_19_46_58,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-04","USA: Oregon, Corvallis","44.588118 -123.192766","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.64,"2240.05 mg/kg","435.555 mg/kg","160.591 mg/kg","0.11 Percent","547 ppm","1586.3 ppm","22.0105 mg/kg","2.2636 mg/kg","3.1565 mg/kg","2.1515 mg/kg","0 mg/kg"
Bio-Scales:b2237826-e0f4-4900-92a0-db236c097c4d,BESC-13-CL1_35_33_79,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-08","USA: Oregon, Clatskanie","46.120845 -123.269575","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.58,"2561.92 mg/kg","505.921 mg/kg","314.649 mg/kg","0.337 Percent","1138 ppm","3300.2 ppm","64.4016 mg/kg","10.2429 mg/kg","8.3295 mg/kg","27.324 mg/kg","0 mg/kg"
Bio-Scales:8b4a3fb8-2780-4545-9da5-a8505e6a58fa,BESC-13-CL2_39_29_106,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-08","USA: Oregon, Clatskanie","46.120936 -123.269747","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.52,"2480.86 mg/kg","514.993 mg/kg","395.775 mg/kg","0.302 Percent","1113 ppm","3227.7 ppm","56.7257 mg/kg","9.496 mg/kg","10.46 mg/kg","25.197 mg/kg","0 mg/kg"
Bio-Scales:0784ac99-10b6-442f-a9b0-398b64c8a7e8,BESC-13-CL2_39_29_107,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-08","USA: Oregon, Clatskanie","46.120936 -123.269747","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.49,"2692.19 mg/kg","572.539 mg/kg","480.125 mg/kg","0.341 Percent","1173 ppm","3401.7 ppm","58.5205 mg/kg","11.2205 mg/kg","9.7815 mg/kg","25.337 mg/kg","0 mg/kg"
Bio-Scales:ea47bb9b-2e4d-4da7-912b-b325cd4e7089,BESC-13-CL3_85_26_123,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-10","USA: Oregon, Clatskanie","46.120985 -123.271523","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.34,"2413.19 mg/kg","410.271 mg/kg","220.011 mg/kg","0.311 Percent","1147 ppm","3326.3 ppm","42.7143 mg/kg","5.7071 mg/kg","7.472 mg/kg","15.6745 mg/kg","0 mg/kg"
Bio-Scales:bd757b44-dd36-4c68-b4da-ecdc072f289a,BESC-13-CL3_85_26_124,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-10","USA: Oregon, Clatskanie","46.120985 -123.271523","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.45,"2560.03 mg/kg","473.952 mg/kg","281.533 mg/kg","0.322 Percent","952 ppm","2760.8 ppm","49.359 mg/kg","7.4091 mg/kg","7.145 mg/kg","18.9885 mg/kg","0 mg/kg"
Bio-Scales:072a509f-0d53-4b3b-90b7-4e1d1371ba44,BESC-13-CO1_30_3_20,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-03","USA: Oregon, Corvallis","44.587973 -123.19406","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.57,"2229.22 mg/kg","440.445 mg/kg","383.201 mg/kg","0.328 Percent","619 ppm","1795.1 ppm","20.3272 mg/kg","2.1278 mg/kg","5.0705 mg/kg","3.004 mg/kg","0 mg/kg"
Bio-Scales:b077e996-f30a-4229-a9c9-407d87cd33f0,BESC-13-CO2_41_23_40,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-04","USA: Oregon, Corvallis","44.587823 -123.193444","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.71,"2453.12 mg/kg","435.482 mg/kg","313.501 mg/kg","0.166 Percent","597 ppm","1731.3 ppm","24.2299 mg/kg","5.016 mg/kg","4.1705 mg/kg","0 mg/kg","0 mg/kg"
Bio-Scales:755b7a5b-6421-4a31-b7c9-82537436983c,BESC-13-CO3_21_57_61,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-04","USA: Oregon, Corvallis","44.588088 -123.192429","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.64,"2272.29 mg/kg","509.772 mg/kg","140.475 mg/kg","0.194 Percent","744 ppm","2157.6 ppm","24.528 mg/kg","2.8673 mg/kg","3.519 mg/kg","0.2795 mg/kg","0 mg/kg"
Bio-Scales:a39ff708-fef7-4323-8bf2-188014e324fc,BESC-198-CL2_38_5_80,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-11","USA: Oregon, Clatskanie","46.121586 -123.269608","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.21,"2413.7 mg/kg","421.954 mg/kg","231.502 mg/kg","0.633 Percent","1527 ppm","4428.3 ppm","29.5671 mg/kg","7.652 mg/kg","16.1475 mg/kg","20.049 mg/kg","0 mg/kg"
Bio-Scales:eb166603-8b23-4b11-affc-ff35819e13dd,BESC-198-CL3_81_33_108,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-12","USA: Oregon, Clatskanie","46.120803 -123.271378","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.48,"2831.11 mg/kg","472.697 mg/kg","420.875 mg/kg","0.363 Percent","1090 ppm","3161 ppm","60.8382 mg/kg","9.8456 mg/kg","9.483 mg/kg","14.482 mg/kg","0 mg/kg"
Bio-Scales:b10e96ca-3067-4654-962f-4ff127439e65,BESC-234-CL1_24_28_77,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-07","USA: Oregon, Clatskanie","46.120986 -123.26911","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.82,"3105.88 mg/kg","488.095 mg/kg","227.611 mg/kg","0.324 Percent","1044 ppm","3027.6 ppm","69.8454 mg/kg","13.4053 mg/kg","8.712 mg/kg","29.8005 mg/kg","0 mg/kg"
Bio-Scales:18b3f027-eccb-431d-a1b7-698c36439e72,BESC-234-CL1_24_28_78,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-07","USA: Oregon, Clatskanie","46.120986 -123.26911","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.88,"3142.88 mg/kg","497.042 mg/kg","236.02 mg/kg","0.335 Percent","926 ppm","2685.4 ppm","68.424 mg/kg","13.7739 mg/kg","9.0625 mg/kg","29.4905 mg/kg","0 mg/kg"
Bio-Scales:1fb44676-8bb0-402d-a635-7b4b7d185cce,BESC-234-CL2_65_22_105,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-09","USA: Oregon, Clatskanie","46.121006 -123.270477","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.41,"2774.35 mg/kg","578.148 mg/kg","168.2 mg/kg","0.598 Percent","1090 ppm","3161 ppm","48.0908 mg/kg","13.1545 mg/kg","14.5245 mg/kg","20.401 mg/kg","0 mg/kg"
Bio-Scales:13401eb6-3279-4667-8911-f412d3b81779,BESC-234-CO1_23_3_19,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-02","USA: Oregon, Corvallis","44.58807 -123.194072","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.85,"2498.43 mg/kg","485.077 mg/kg","219.265 mg/kg","0.34 Percent","594 ppm","1722.6 ppm","28.6011 mg/kg","4.1569 mg/kg","3.014 mg/kg","0.2345 mg/kg","0 mg/kg"
Bio-Scales:3515d585-8548-40ba-b18f-95cc184ec0db,BESC-234-CO2_52_27_39,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-05","USA: Oregon, Corvallis","44.587669 -123.193301","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.78,"1673.1 mg/kg","331.686 mg/kg","146.784 mg/kg","0.063 Percent","352 ppm","1020.8 ppm","10.6006 mg/kg","2.0413 mg/kg","1.616 mg/kg","0.863 mg/kg","0 mg/kg"
Bio-Scales:fcdd52cd-c2e9-4238-abd1-da7867476f63,BESC-234-CO3_21_62_59,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-04","USA: Oregon, Corvallis","44.588086 -123.192277","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,7.02,"2801.61 mg/kg","532.26 mg/kg","182.487 mg/kg","0.2 Percent","770 ppm","2233 ppm","36.8497 mg/kg","7.6784 mg/kg","4.1675 mg/kg","1.459 mg/kg","0.98 mg/kg"
Bio-Scales:2c2ba04c-d69b-4ccb-b884-6451ed1a2306,BESC-234-CO3_21_62_60,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-04","USA: Oregon, Corvallis","44.588086 -123.192277","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,7.07,"2946.31 mg/kg","568.288 mg/kg","201.367 mg/kg","0.2 Percent","821 ppm","2380.9 ppm","35.6361 mg/kg","7.7941 mg/kg","4.6925 mg/kg","3.8945 mg/kg","2.8925 mg/kg"
Bio-Scales:b83d091d-cde6-41c9-abfa-d40a5c3fd444,BESC-258-CL1_34_5_62,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-11","USA: Oregon, Clatskanie","46.121608 -123.269447","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.12,"1510 mg/kg","235.425 mg/kg","217.438 mg/kg","0.688 Percent","1566 ppm","4541.4 ppm","21.7039 mg/kg","6.1502 mg/kg","25.639 mg/kg","25.9235 mg/kg","0 mg/kg"
Bio-Scales:11d985bb-57cf-4a77-ab65-f4380c348899,BESC-258-CL2_67_23_81,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-12","USA: Oregon, Clatskanie","46.121096 -123.270783","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.3,"2551.59 mg/kg","545.537 mg/kg","168.066 mg/kg","0.501 Percent","1366 ppm","3961.4 ppm","35.7655 mg/kg","7.9568 mg/kg","16.277 mg/kg","12.6325 mg/kg","0 mg/kg"
Bio-Scales:f6c3ffb2-5433-458c-8c3f-4cef94c989b5,BESC-285-CL1_33_12_63,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-11","USA: Oregon, Clatskanie","46.1214 -123.26946","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,4.88,"1828.16 mg/kg","313.425 mg/kg","136.782 mg/kg","0.545 Percent","1791 ppm","5193.9 ppm","30.5113 mg/kg","4.8124 mg/kg","16.687 mg/kg","8.8145 mg/kg","0 mg/kg"
